Target Distance: 100, Step Size: 5
(x,y)=(45.3699, 17.3112)
(x,y)=(46.0972, 22.258)
(x,y)=(49.3318, 26.0708)
(x,y)=(47.4133, 21.4535)
(x,y)=(49.6932, 17.0035)
(x,y)=(49.1851, 21.9776)
(x,y)=(47.8093, 17.1706)
(x,y)=(52.5714, 15.6467)
(x,y)=(47.6659, 14.6794)
(x,y)=(47.511, 19.677)
(x,y)=(48.1947, 24.63)
(x,y)=(45.132, 20.6778)
(x,y)=(47.4902, 16.2689)
(x,y)=(48.8662, 11.462)
(x,y)=(43.867, 11.5503)
(x,y)=(45.9074, 16.115)
(x,y)=(49.435, 19.6585)
(x,y)=(48.1872, 24.5002)
(x,y)=(50.7381, 28.8006)
(x,y)=(54.9092, 31.5577)
(x,y)=(59.0803, 34.3149)
(x,y)=(55.4293, 37.731)
(x,y)=(50.8737, 39.7916)
(x,y)=(55.8236, 40.4974)
(x,y)=(50.8361, 40.851)
(x,y)=(48.7554, 45.3975)
(x,y)=(46.8369, 40.7802)
(x,y)=(46.0658, 35.84)
(x,y)=(49.9769, 38.9551)
(x,y)=(51.6058, 43.6823)
(x,y)=(46.6388, 43.1082)
(x,y)=(47.8438, 38.2556)
(x,y)=(45.1421, 42.4629)
(x,y)=(46.6451, 37.6941)
(x,y)=(49.3836, 41.8775)
(x,y)=(54.026, 40.0204)
(x,y)=(49.306, 41.6703)
(x,y)=(52.0816, 37.5114)
(x,y)=(50.7911, 32.6808)
(x,y)=(47.0508, 29.3626)
(x,y)=(51.8756, 28.0507)
(x,y)=(49.8757, 23.4681)
(x,y)=(45.7045, 26.2251)
(x,y)=(41.7388, 29.2704)
(x,y)=(38.7465, 25.2646)
(x,y)=(35.5118, 29.0773)
(x,y)=(31.1133, 26.6995)
(x,y)=(29.8655, 31.5413)
(x,y)=(31.7841, 26.9241)
(x,y)=(31.4524, 31.9131)
(x,y)=(36.0438, 33.8928)
(x,y)=(36.6397, 38.8572)
(x,y)=(41.6395, 38.8131)
(x,y)=(36.7176, 37.9327)
(x,y)=(32.4516, 35.3248)
(x,y)=(37.4016, 34.6194)
(x,y)=(41.7353, 37.1131)
(x,y)=(37.5161, 34.4301)
(x,y)=(42.3943, 35.5274)
(x,y)=(41.7982, 40.4917)
(x,y)=(36.8843, 41.4155)
(x,y)=(33.7521, 37.5181)
(x,y)=(36.7445, 33.5125)
(x,y)=(31.764, 33.9543)
(x,y)=(29.3668, 38.3422)
(x,y)=(26.8541, 34.0194)
(x,y)=(26.1266, 38.9662)
(x,y)=(21.9313, 36.2461)
(x,y)=(26.54, 34.3072)
(x,y)=(22.5476, 31.2971)
(x,y)=(23.3189, 26.3569)
(x,y)=(18.9416, 28.7734)
(x,y)=(22.2097, 32.5575)
(x,y)=(18.6508, 29.0455)
(x,y)=(13.7453, 28.0781)
(x,y)=(15.1213, 23.2712)
(x,y)=(10.4626, 25.087)
(x,y)=(10.8385, 20.1012)
(x,y)=(9.67653, 24.9643)
(x,y)=(5.99557, 21.5804)
(x,y)=(10.4149, 23.9191)
(x,y)=(6.1957, 21.2361)
(x,y)=(10.9009, 19.5446)
(x,y)=(8.82015, 24.0911)
(x,y)=(8.13631, 29.0441)
(x,y)=(3.87029, 26.4362)
(x,y)=(2.70835, 31.2994)
(x,y)=(7.7013, 31.5648)
(x,y)=(3.02685, 29.7901)
(x,y)=(0.786482, 34.2601)
(x,y)=(-0.0284721, 39.1932)
(x,y)=(-3.85545, 35.9754)
(x,y)=(-1.85538, 31.3928)
(x,y)=(1.79549, 34.8092)
(x,y)=(2.69749, 39.7271)
(x,y)=(6.0975, 43.3932)
(x,y)=(1.29669, 41.996)
(x,y)=(3.6157, 46.4256)
(x,y)=(0.517978, 50.3505)
(x,y)=(0.451595, 55.35)
(x,y)=(-3.13833, 58.8303)
(x,y)=(-8.09433, 58.1684)
(x,y)=(-3.18877, 57.2012)
(x,y)=(-1.94107, 62.043)
(x,y)=(-5.65194, 65.394)
(x,y)=(-4.40424, 70.2359)
(x,y)=(-2.90128, 65.4671)
(x,y)=(-7.29972, 63.0893)
(x,y)=(-5.01987, 58.6394)
(x,y)=(-2.31836, 62.8467)
(x,y)=(-2.69404, 57.8609)
(x,y)=(1.16126, 61.0447)
(x,y)=(-0.172097, 65.8636)
(x,y)=(-4.74575, 63.8433)
(x,y)=(-9.18559, 61.5438)
(x,y)=(-12.2833, 65.4686)
(x,y)=(-7.8434, 63.1692)
(x,y)=(-12.1549, 60.6372)
(x,y)=(-11.0361, 55.764)
(x,y)=(-13.4333, 60.1519)
(x,y)=(-15.0203, 55.4104)
(x,y)=(-15.1307, 50.4116)
(x,y)=(-11.7962, 54.1373)
(x,y)=(-15.3239, 57.6806)
(x,y)=(-19.0348, 61.0316)
(x,y)=(-22.4671, 57.3958)
(x,y)=(-18.0478, 59.7346)
(x,y)=(-20.8232, 55.5756)
(x,y)=(-19.4473, 50.7687)
(x,y)=(-24.2093, 49.2446)
(x,y)=(-29.1149, 48.2772)
(x,y)=(-29.0486, 53.2768)
(x,y)=(-24.737, 50.745)
(x,y)=(-29.7339, 50.9218)
(x,y)=(-25.1252, 48.9829)
(x,y)=(-29.6988, 46.9626)
(x,y)=(-26.4305, 43.1787)
(x,y)=(-28.143, 47.8763)
(x,y)=(-28.2093, 52.8758)
(x,y)=(-28.7613, 47.9064)
(x,y)=(-24.3012, 50.1665)
(x,y)=(-20.9997, 46.4116)
(x,y)=(-19.7947, 41.5589)
(x,y)=(-22.6797, 45.6426)
(x,y)=(-26.5067, 42.4248)
(x,y)=(-30.3337, 39.207)
(x,y)=(-32.3336, 34.6244)
(x,y)=(-29.0655, 38.4085)
(x,y)=(-28.778, 33.4168)
(x,y)=(-29.8537, 38.2997)
(x,y)=(-28.6919, 43.1629)
(x,y)=(-28.7138, 38.1629)
(x,y)=(-33.0029, 40.7328)
(x,y)=(-33.5109, 45.7069)
(x,y)=(-32.522, 50.6082)
(x,y)=(-31.62, 55.5261)
(x,y)=(-29.5796, 60.0909)
(x,y)=(-24.7913, 58.6515)
(x,y)=(-29.3469, 60.7121)
(x,y)=(-34.2969, 61.4177)
(x,y)=(-31.1993, 65.3426)
(x,y)=(-31.1771, 60.3426)
(x,y)=(-26.1867, 60.0332)
(x,y)=(-25.7227, 55.0548)
(x,y)=(-20.7352, 55.4085)
(x,y)=(-21.5063, 50.4683)
(x,y)=(-25.2172, 53.8194)
(x,y)=(-23.2579, 58.4195)
(x,y)=(-19.0625, 55.6995)
(x,y)=(-14.1125, 54.9941)
(x,y)=(-10.4017, 58.3452)
(x,y)=(-7.23514, 62.2147)
(x,y)=(-4.45957, 58.0558)
(x,y)=(-4.30484, 63.0534)
(x,y)=(-1.34812, 67.0855)
(x,y)=(1.08782, 62.719)
(x,y)=(-0.666025, 58.0367)
(x,y)=(3.35285, 61.0114)
(x,y)=(0.651468, 56.8039)
(x,y)=(5.32597, 55.0294)
(x,y)=(5.74577, 60.0117)
(x,y)=(8.77341, 63.9908)
(x,y)=(13.7497, 63.5049)
(x,y)=(10.2536, 59.9304)
(x,y)=(8.3351, 55.3131)
(x,y)=(8.88719, 50.3437)
(x,y)=(7.98504, 55.2617)
(x,y)=(5.54923, 50.8951)
(x,y)=(0.582294, 50.321)
(x,y)=(-0.751066, 55.14)
(x,y)=(-3.03078, 50.6899)
(x,y)=(-4.90847, 55.324)
(x,y)=(-7.79348, 59.4077)
(x,y)=(-10.0338, 63.8776)
(x,y)=(-12.0744, 68.4423)
(x,y)=(-16.3634, 71.0122)
(x,y)=(-13.4424, 66.9542)
(x,y)=(-14.3008, 62.0284)
(x,y)=(-17.5015, 58.1872)
(x,y)=(-14.8, 62.3945)
(x,y)=(-12.5598, 66.8646)
(x,y)=(-11.2691, 62.034)
(x,y)=(-6.8091, 64.2941)
(x,y)=(-1.85309, 63.6324)
(x,y)=(-6.20875, 61.1771)
(x,y)=(-2.06212, 58.3833)
(x,y)=(-2.08409, 53.3834)
(x,y)=(-5.18182, 57.3082)
(x,y)=(-5.82163, 52.3493)
(x,y)=(-5.711, 47.3505)
(x,y)=(-10.6477, 46.5574)
(x,y)=(-13.1604, 42.2346)
(x,y)=(-13.3594, 37.2386)
(x,y)=(-8.40336, 36.5768)
(x,y)=(-10.0324, 41.304)
(x,y)=(-12.4682, 36.9375)
(x,y)=(-9.44057, 40.9166)
(x,y)=(-4.92205, 38.7758)
(x,y)=(0.0279354, 38.0704)
(x,y)=(2.8035, 33.9115)
(x,y)=(5.9701, 37.7809)
(x,y)=(1.39645, 35.7606)
(x,y)=(4.66455, 39.5447)
(x,y)=(0.726071, 36.4644)
(x,y)=(4.28505, 32.9525)
(x,y)=(2.78223, 28.1837)
(x,y)=(7.74918, 27.6097)
(x,y)=(12.6787, 28.4465)
(x,y)=(10.0519, 32.7009)
(x,y)=(12.9007, 28.5919)
(x,y)=(17.3607, 30.852)
(x,y)=(19.1147, 26.1697)
(x,y)=(17.9527, 31.0328)
(x,y)=(22.951, 30.9002)
(x,y)=(19.5187, 27.2644)
(x,y)=(23.4021, 24.115)
(x,y)=(20.002, 27.7809)
(x,y)=(24.0729, 30.684)
(x,y)=(23.609, 25.7056)
(x,y)=(26.8771, 29.4897)
(x,y)=(31.5671, 31.2229)
(x,y)=(36.5512, 30.8252)
(x,y)=(31.8028, 32.3912)
(x,y)=(27.1128, 34.1243)
(x,y)=(22.1145, 33.9915)
(x,y)=(19.7173, 38.3794)
(x,y)=(18.384, 43.1983)
(x,y)=(17.1361, 48.0401)
(x,y)=(15.8883, 52.8819)
(x,y)=(10.8883, 52.8818)
(x,y)=(7.58682, 49.1267)
(x,y)=(2.77379, 50.4812)
(x,y)=(4.02149, 55.3231)
(x,y)=(2.06207, 59.9231)
(x,y)=(6.52209, 62.1833)
(x,y)=(1.55516, 61.6092)
(x,y)=(5.79793, 64.2547)
(x,y)=(9.47899, 60.871)
(x,y)=(10.0749, 65.8354)
(x,y)=(15.0366, 66.4534)
(x,y)=(14.4405, 71.4177)
(x,y)=(18.4856, 68.4789)
(x,y)=(23.261, 69.9607)
(x,y)=(19.5207, 66.6425)
(x,y)=(14.5988, 65.7622)
(x,y)=(14.7536, 70.7598)
(x,y)=(19.1308, 73.1764)
(x,y)=(15.9641, 77.0457)
(x,y)=(20.8608, 78.0565)
(x,y)=(15.8939, 77.4824)
(x,y)=(10.927, 76.9083)
(x,y)=(9.46628, 81.6902)
(x,y)=(14.4614, 81.4691)
(x,y)=(19.4596, 81.3365)
(x,y)=(21.3372, 85.9706)
(x,y)=(18.7862, 90.2709)
(x,y)=(15.1962, 93.7512)
(x,y)=(14.2941, 98.6691)
(x,y)=(15.0653, 93.729)
(x,y)=(12.3267, 97.9122)
(x,y)=(14.7238, 102.3)
The .Test: After 523 steps, the subject has the following locations:
(x,y)=(14.7238, 102.3)
 or
(m,a) = (103.354, 1.42785)
Average outward distance per step = 0.197618
Target Distance: 50, Step Size: 3
(x,y)=(-0.0662899, -2.99927)
(x,y)=(1.79227, -0.644326)
(x,y)=(4.70065, -1.38008)
(x,y)=(4.3958, 1.60439)
(x,y)=(4.43554, 4.60413)
(x,y)=(1.64038, 5.69364)
(x,y)=(3.00828, 3.02365)
(x,y)=(5.08691, 5.18683)
(x,y)=(3.83846, 7.91472)
(x,y)=(3.53362, 10.8992)
(x,y)=(3.65308, 7.90157)
(x,y)=(5.65383, 10.137)
(x,y)=(7.04523, 12.7948)
(x,y)=(9.91824, 11.9312)
(x,y)=(9.77225, 14.9276)
(x,y)=(7.12061, 16.3308)
(x,y)=(4.13013, 16.092)
(x,y)=(5.79547, 13.5967)
(x,y)=(6.38882, 16.5374)
(x,y)=(4.00941, 18.3646)
(x,y)=(3.46812, 21.3153)
(x,y)=(6.43811, 20.8921)
(x,y)=(9.43518, 20.7594)
(x,y)=(6.53343, 21.5209)
(x,y)=(3.58507, 22.0752)
(x,y)=(0.586128, 21.9955)
(x,y)=(-0.515746, 19.2052)
(x,y)=(0.922491, 21.838)
(x,y)=(-1.90059, 20.823)
(x,y)=(-3.65314, 18.3881)
(x,y)=(-4.90158, 21.116)
(x,y)=(-1.95324, 21.6703)
(x,y)=(0.633713, 20.1512)
(x,y)=(2.7503, 22.2773)
(x,y)=(3.7528, 19.4497)
(x,y)=(6.42881, 20.8058)
(x,y)=(6.41563, 17.8058)
(x,y)=(5.09528, 15.112)
(x,y)=(2.1572, 15.7184)
(x,y)=(3.23433, 18.5183)
(x,y)=(1.77285, 15.8984)
(x,y)=(0.107581, 13.403)
(x,y)=(2.00754, 15.7247)
(x,y)=(4.63387, 17.1747)
(x,y)=(5.30518, 14.2507)
(x,y)=(2.34748, 14.7527)
(x,y)=(1.91098, 17.7208)
(x,y)=(4.78398, 16.8572)
(x,y)=(5.66031, 19.7263)
(x,y)=(4.75862, 16.865)
(x,y)=(7.73879, 16.5207)
(x,y)=(7.01592, 13.6091)
(x,y)=(5.13658, 11.2707)
(x,y)=(2.27934, 10.3562)
(x,y)=(0.258889, 8.13863)
(x,y)=(-0.256174, 5.18318)
(x,y)=(2.15515, 6.96797)
(x,y)=(-0.106614, 8.93887)
(x,y)=(-0.752018, 11.8686)
(x,y)=(1.924, 13.2247)
(x,y)=(4.91449, 12.9861)
(x,y)=(2.58449, 11.0963)
(x,y)=(2.78341, 14.0897)
(x,y)=(4.68337, 16.4114)
(x,y)=(6.62412, 18.6991)
(x,y)=(7.87248, 21.427)
(x,y)=(10.8495, 21.7978)
(x,y)=(7.85699, 22.01)
(x,y)=(9.87751, 19.7924)
(x,y)=(10.103, 16.8009)
(x,y)=(7.10407, 16.7213)
(x,y)=(7.17045, 13.722)
(x,y)=(4.90868, 15.6929)
(x,y)=(7.68409, 16.8318)
(x,y)=(4.97301, 15.5472)
(x,y)=(7.83823, 16.4363)
(x,y)=(5.62966, 14.406)
(x,y)=(7.16019, 16.9862)
(x,y)=(5.12012, 19.1858)
(x,y)=(2.38673, 20.4222)
(x,y)=(5.37498, 20.6874)
(x,y)=(8.22401, 21.6271)
(x,y)=(6.55875, 19.1317)
(x,y)=(9.52871, 19.5551)
(x,y)=(6.62036, 18.8193)
(x,y)=(9.31996, 20.1278)
(x,y)=(7.95213, 17.4577)
(x,y)=(10.3315, 19.285)
(x,y)=(12.9706, 17.8584)
(x,y)=(15.9687, 17.9646)
(x,y)=(18.8492, 17.1263)
(x,y)=(19.8015, 14.2815)
(x,y)=(19.921, 11.2839)
(x,y)=(19.3275, 14.2246)
(x,y)=(22.2293, 14.9861)
(x,y)=(20.7909, 17.6189)
(x,y)=(18.2594, 16.0091)
(x,y)=(17.9283, 13.0274)
(x,y)=(20.9272, 12.9478)
(x,y)=(23.0996, 10.8788)
(x,y)=(25.159, 8.69739)
(x,y)=(22.9505, 6.66707)
(x,y)=(23.776, 3.7829)
(x,y)=(26.4756, 5.0914)
(x,y)=(26.2766, 8.08479)
(x,y)=(29.0813, 7.02006)
(x,y)=(31.3078, 9.03075)
(x,y)=(34.165, 8.1164)
(x,y)=(37.1621, 7.98376)
(x,y)=(39.9761, 9.02371)
(x,y)=(37.6629, 10.9339)
(x,y)=(38.5898, 13.7871)
(x,y)=(40.7437, 15.8754)
(x,y)=(38.1841, 14.3106)
(x,y)=(36.4316, 11.8758)
(x,y)=(37.9621, 14.456)
(x,y)=(35.9613, 16.6913)
(x,y)=(34.4998, 14.0714)
(x,y)=(36.6722, 12.0023)
(x,y)=(37.0824, 14.9742)
(x,y)=(34.1806, 15.7356)
(x,y)=(37.0379, 14.8213)
(x,y)=(37.2898, 17.8107)
(x,y)=(36.6704, 14.8753)
(x,y)=(35.2789, 17.5331)
(x,y)=(32.5565, 18.7935)
(x,y)=(33.3565, 21.6849)
(x,y)=(35.6007, 19.6941)
(x,y)=(32.6798, 19.0098)
(x,y)=(32.2171, 16.0457)
(x,y)=(32.6799, 13.0816)
(x,y)=(34.6407, 15.3521)
(x,y)=(33.5884, 12.5427)
(x,y)=(32.3885, 9.79314)
(x,y)=(29.8857, 11.4473)
(x,y)=(27.6416, 9.45645)
(x,y)=(24.9655, 10.8124)
(x,y)=(22.3016, 9.43273)
(x,y)=(19.3485, 8.90451)
(x,y)=(16.4001, 9.45876)
(x,y)=(13.4143, 9.16713)
(x,y)=(12.4873, 12.0203)
(x,y)=(13.0546, 9.07443)
(x,y)=(15.1333, 11.2376)
(x,y)=(16.7318, 8.699)
(x,y)=(13.8171, 9.40898)
(x,y)=(15.393, 11.9617)
(x,y)=(17.7397, 13.8307)
(x,y)=(16.232, 11.2371)
(x,y)=(13.232, 11.237)
(x,y)=(13.0066, 8.24546)
(x,y)=(10.0066, 8.24537)
(x,y)=(13.0056, 8.16581)
(x,y)=(13.625, 5.23046)
(x,y)=(13.2147, 8.20227)
(x,y)=(12.7782, 11.1703)
(x,y)=(9.78245, 11.3295)
(x,y)=(6.96843, 12.3694)
(x,y)=(6.09201, 15.2385)
(x,y)=(3.09777, 15.0527)
(x,y)=(1.56716, 17.6329)
(x,y)=(0.614961, 14.788)
(x,y)=(-1.26437, 12.4496)
(x,y)=(1.36196, 13.8996)
(x,y)=(0.260088, 11.1093)
(x,y)=(-2.62773, 11.922)
(x,y)=(-5.62479, 11.7892)
(x,y)=(-8.36898, 10.5771)
(x,y)=(-11.1737, 9.51224)
(x,y)=(-8.96501, 7.48199)
(x,y)=(-5.9989, 7.93162)
(x,y)=(-3.61954, 9.75882)
(x,y)=(-1.177, 11.5007)
(x,y)=(1.13618, 13.4109)
(x,y)=(2.6208, 16.0178)
(x,y)=(4.33005, 13.5524)
(x,y)=(1.33052, 13.6054)
(x,y)=(3.44711, 15.7314)
(x,y)=(1.87106, 18.2841)
(x,y)=(4.18425, 20.1944)
(x,y)=(6.64216, 18.4743)
(x,y)=(5.20385, 21.107)
(x,y)=(8.09164, 21.9198)
(x,y)=(8.76295, 18.9959)
(x,y)=(11.5581, 20.0855)
(x,y)=(12.358, 22.9769)
(x,y)=(15.2728, 23.687)
(x,y)=(18.1996, 24.3453)
(x,y)=(15.4045, 25.4349)
(x,y)=(15.9457, 28.3856)
(x,y)=(13.3066, 26.959)
(x,y)=(16.2447, 27.5654)
(x,y)=(18.978, 28.8019)
(x,y)=(17.1614, 31.1893)
(x,y)=(19.24, 33.3525)
(x,y)=(20.1418, 30.4912)
(x,y)=(21.366, 33.23)
(x,y)=(22.8043, 35.8628)
(x,y)=(24.8829, 38.026)
(x,y)=(24.4726, 40.9978)
(x,y)=(21.4868, 40.7062)
(x,y)=(21.1556, 37.7245)
(x,y)=(23.1564, 39.9599)
(x,y)=(22.2293, 42.8131)
(x,y)=(21.8981, 39.8314)
(x,y)=(22.8504, 36.9865)
(x,y)=(19.9487, 37.748)
(x,y)=(20.2271, 34.761)
(x,y)=(23.2041, 35.1318)
(x,y)=(21.164, 37.3313)
(x,y)=(23.443, 39.2823)
(x,y)=(25.6873, 37.2914)
(x,y)=(23.1993, 35.6151)
(x,y)=(20.7114, 33.9387)
(x,y)=(23.7109, 33.9918)
(x,y)=(25.0788, 31.3218)
(x,y)=(25.5677, 34.2817)
(x,y)=(27.1211, 31.7152)
(x,y)=(24.2193, 32.4767)
(x,y)=(22.6887, 35.0568)
(x,y)=(24.127, 37.6896)
(x,y)=(26.615, 36.0133)
(x,y)=(24.0147, 37.5095)
(x,y)=(21.1827, 38.4993)
(x,y)=(24.0705, 39.3122)
(x,y)=(25.601, 41.8924)
(x,y)=(28.3663, 40.729)
(x,y)=(31.2931, 41.3874)
The .Test: After 228 steps, the subject has the following locations:
(x,y)=(31.2931, 41.3874)
 or
(m,a) = (51.8862, 0.923401)
Average outward distance per step = 0.227571
(x,y)=(-1.29653, 2.70537)
(x,y)=(-1.12403, -0.289671)
(x,y)=(-3.77566, 1.11348)
(x,y)=(-1.23, 2.70081)
(x,y)=(-4.09524, 3.58983)
(x,y)=(-7.04837, 3.0616)
(x,y)=(-6.27398, 0.163272)
(x,y)=(-9.25099, 0.533991)
(x,y)=(-11.3863, -1.57323)
(x,y)=(-12.9848, -4.11189)
(x,y)=(-15.7072, -2.85147)
(x,y)=(-13.2342, -1.15315)
(x,y)=(-15.3508, 0.972826)
(x,y)=(-12.9554, -0.833174)
(x,y)=(-11.2461, -3.29863)
(x,y)=(-8.94987, -5.22924)
(x,y)=(-10.1742, -2.49044)
(x,y)=(-7.17525, -2.57001)
(x,y)=(-6.47817, 0.347885)
(x,y)=(-6.91467, 3.31596)
(x,y)=(-9.82303, 2.58012)
(x,y)=(-6.83477, 2.84531)
(x,y)=(-4.57307, 4.81627)
(x,y)=(-5.44948, 7.6854)
(x,y)=(-8.22493, 8.82422)
(x,y)=(-5.31017, 9.53429)
(x,y)=(-7.60635, 7.60361)
(x,y)=(-10.3174, 6.31906)
(x,y)=(-12.6307, 8.22928)
(x,y)=(-12.9883, 11.2079)
(x,y)=(-10.1477, 10.2431)
(x,y)=(-8.28911, 12.598)
(x,y)=(-10.0417, 10.1632)
(x,y)=(-8.96453, 12.9631)
(x,y)=(-9.84094, 15.8323)
(x,y)=(-12.6062, 14.6688)
(x,y)=(-10.293, 16.5791)
(x,y)=(-7.89749, 14.7731)
(x,y)=(-4.90924, 15.0383)
(x,y)=(-2.33587, 16.5803)
(x,y)=(-2.11037, 13.5888)
(x,y)=(0.885396, 13.7481)
(x,y)=(2.13375, 16.476)
(x,y)=(-0.542301, 17.832)
(x,y)=(-3.53936, 17.6993)
(x,y)=(-1.83011, 15.2338)
(x,y)=(-4.81838, 15.4989)
(x,y)=(-6.20986, 18.1567)
(x,y)=(-8.76948, 16.592)
(x,y)=(-7.08219, 19.0725)
(x,y)=(-7.01581, 16.0732)
(x,y)=(-8.24014, 18.812)
(x,y)=(-10.8792, 17.3854)
(x,y)=(-13.2092, 15.4957)
(x,y)=(-10.3008, 14.7599)
(x,y)=(-9.10079, 12.0104)
(x,y)=(-11.7399, 10.5837)
(x,y)=(-11.0169, 7.67213)
(x,y)=(-8.02264, 7.48646)
(x,y)=(-7.50749, 4.53103)
(x,y)=(-6.5552, 1.68618)
(x,y)=(-3.61714, 2.29263)
(x,y)=(-3.78955, -0.702413)
(x,y)=(-6.78909, -0.649398)
(x,y)=(-5.51655, -3.36613)
(x,y)=(-8.51467, -3.26003)
(x,y)=(-5.5345, -3.60438)
(x,y)=(-7.47533, -1.31677)
(x,y)=(-4.71007, -2.48011)
(x,y)=(-3.20236, -5.07372)
(x,y)=(-5.22282, -7.29132)
(x,y)=(-2.22705, -7.13207)
(x,y)=(-4.86611, -8.55872)
(x,y)=(-3.223, -6.04871)
(x,y)=(-4.54335, -8.74253)
(x,y)=(-3.22292, -11.4363)
(x,y)=(-4.12461, -14.2976)
(x,y)=(-1.17147, -14.8257)
(x,y)=(1.81679, -14.5605)
(x,y)=(4.19614, -12.7333)
(x,y)=(2.99619, -15.4829)
(x,y)=(0.0944364, -14.7214)
(x,y)=(1.04672, -17.5663)
(x,y)=(2.07412, -14.7477)
(x,y)=(5.05429, -15.092)
(x,y)=(6.08169, -12.2734)
(x,y)=(6.41294, -15.2551)
(x,y)=(3.81264, -13.759)
(x,y)=(2.83521, -10.9227)
(x,y)=(0.0910228, -12.1349)
(x,y)=(2.62258, -13.7446)
(x,y)=(5.0805, -15.4646)
(x,y)=(4.1283, -18.3095)
(x,y)=(4.64345, -21.265)
(x,y)=(6.60432, -18.9945)
(x,y)=(8.9998, -20.8005)
(x,y)=(10.0769, -18.0005)
(x,y)=(13.0346, -17.4985)
(x,y)=(12.8886, -14.502)
(x,y)=(15.611, -13.2415)
(x,y)=(14.1263, -10.6347)
(x,y)=(11.5394, -12.1538)
(x,y)=(9.38541, -10.0657)
(x,y)=(10.6338, -7.33773)
(x,y)=(8.9246, -9.80324)
(x,y)=(5.95462, -9.37988)
(x,y)=(8.28468, -11.2695)
(x,y)=(8.74743, -14.2336)
(x,y)=(6.8888, -11.8788)
(x,y)=(5.96173, -9.02559)
(x,y)=(7.21025, -11.7534)
(x,y)=(4.38717, -12.7684)
(x,y)=(2.27052, -10.6425)
(x,y)=(4.6976, -12.4058)
(x,y)=(7.64094, -12.9861)
(x,y)=(6.89223, -10.081)
(x,y)=(4.61317, -8.13018)
(x,y)=(1.66985, -8.7106)
(x,y)=(-1.30716, -8.33988)
(x,y)=(-2.33464, -5.52132)
(x,y)=(-3.41186, -2.72139)
(x,y)=(-5.94337, -4.33118)
(x,y)=(-8.63128, -5.66352)
(x,y)=(-7.28714, -2.98149)
(x,y)=(-4.5648, -1.72099)
(x,y)=(-1.75082, -0.681042)
(x,y)=(-2.10845, 2.29757)
(x,y)=(-4.31703, 0.26725)
(x,y)=(-1.35934, 0.769317)
(x,y)=(-2.65587, 3.47468)
(x,y)=(-4.93494, 5.42555)
(x,y)=(-2.16968, 4.2622)
(x,y)=(0.605726, 5.40111)
(x,y)=(3.59821, 5.61336)
(x,y)=(2.37388, 8.35216)
(x,y)=(2.96723, 11.2929)
(x,y)=(5.02669, 9.11147)
(x,y)=(7.45377, 7.34816)
(x,y)=(9.16302, 4.88271)
(x,y)=(7.86649, 7.58807)
(x,y)=(4.86755, 7.50842)
(x,y)=(1.90142, 7.95796)
(x,y)=(0.0220876, 5.61956)
(x,y)=(-2.57821, 7.1157)
(x,y)=(0.316684, 6.32858)
(x,y)=(-1.60375, 4.02381)
(x,y)=(-0.188792, 1.37846)
(x,y)=(2.71294, 2.14002)
(x,y)=(-0.286945, 2.11346)
(x,y)=(-2.34634, -0.0680265)
(x,y)=(0.253917, 1.42819)
(x,y)=(-1.34458, -1.11047)
(x,y)=(-4.2879, -1.69089)
(x,y)=(-2.66699, 0.833523)
(x,y)=(-4.35435, 3.31401)
(x,y)=(-1.7541, 4.81023)
(x,y)=(-4.73989, 4.51859)
(x,y)=(-4.14654, 7.45933)
(x,y)=(-4.45138, 10.4438)
(x,y)=(-1.48139, 10.0205)
(x,y)=(-4.0548, 11.5625)
(x,y)=(-5.46968, 8.91707)
(x,y)=(-4.66975, 11.8085)
(x,y)=(-3.74277, 14.6616)
(x,y)=(-3.33256, 17.6335)
(x,y)=(-2.06002, 14.9167)
(x,y)=(-4.98691, 15.575)
(x,y)=(-6.60774, 13.0505)
(x,y)=(-4.8337, 15.4698)
(x,y)=(-4.47616, 18.4484)
(x,y)=(-3.20363, 15.7317)
(x,y)=(-5.33895, 13.6245)
(x,y)=(-2.58414, 14.8123)
(x,y)=(0.33681, 14.1282)
(x,y)=(-2.66272, 14.1812)
(x,y)=(-3.17778, 11.2257)
(x,y)=(-6.17591, 11.3318)
(x,y)=(-3.57565, 12.828)
(x,y)=(-4.45207, 15.6972)
(x,y)=(-7.30931, 14.7827)
(x,y)=(-10.2526, 14.2023)
(x,y)=(-10.6365, 11.227)
(x,y)=(-11.6139, 14.0633)
(x,y)=(-12.8864, 11.3465)
(x,y)=(-11.4018, 13.9534)
(x,y)=(-9.80321, 11.4148)
(x,y)=(-7.21625, 9.89571)
(x,y)=(-9.67411, 8.17556)
(x,y)=(-9.2639, 11.1474)
(x,y)=(-12.1369, 10.2837)
(x,y)=(-15.1105, 9.88653)
(x,y)=(-16.9691, 12.2414)
(x,y)=(-14.6901, 14.1923)
(x,y)=(-12.7092, 11.9394)
(x,y)=(-13.3285, 9.00401)
(x,y)=(-15.7399, 10.7887)
(x,y)=(-16.9399, 8.03917)
(x,y)=(-19.7445, 6.97436)
(x,y)=(-17.1054, 5.54779)
(x,y)=(-14.1223, 5.86584)
(x,y)=(-11.9684, 7.95408)
(x,y)=(-12.0347, 4.95481)
(x,y)=(-13.3312, 7.66018)
(x,y)=(-12.7118, 4.72483)
(x,y)=(-13.5882, 7.59395)
(x,y)=(-16.5881, 7.5674)
(x,y)=(-14.6272, 9.83787)
(x,y)=(-17.6008, 9.44072)
